0,1,Convolution,1,1,224,224,112,112,64,3,2,7,7,3,1,4,1,0,16,32,2048,1,Pooling,0,1,112,112,56,56,64,64,2,3,3,0,0,1000,0,1,END
1,1,Convolution,1,1,56,56,56,56,256,64,1,1,1,0,1,2,1,2,16,16,1024,1,END
2,1,Convolution,1,1,56,56,56,56,64,64,1,1,1,0,1,9,1,3,16,16,1024,1,Convolution,0,1,56,56,56,56,64,64,1,3,3,1,1,9,1,4,16,32,2048,1,END
3,1,Convolution,1,1,56,56,56,56,256,64,1,1,1,0,1,2,1,5,16,32,2048,1,Eltwise,0,1,56,56,256,1000,6,END
4,1,Convolution,1,1,56,56,56,56,64,256,1,1,1,0,1,4,1,7,16,16,1024,1,Convolution,0,1,56,56,56,56,64,64,1,3,3,1,1,9,1,8,16,32,2048,1,END
5,1,Convolution,1,1,56,56,56,56,256,64,1,1,1,0,1,2,1,9,16,32,2048,1,Eltwise,0,1,56,56,256,1000,10,END
6,1,Convolution,1,1,56,56,56,56,64,256,1,1,1,0,1,4,1,11,16,16,1024,1,Convolution,0,1,56,56,56,56,64,64,1,3,3,1,1,9,1,12,16,32,2048,1,END
7,1,Convolution,1,1,56,56,56,56,256,64,1,1,1,0,1,2,1,13,16,32,2048,1,Eltwise,0,1,56,56,256,1000,14,END
8,0,Convolution,1,1,56,56,28,28,512,256,2,1,1,0,1,2,1,15,16,32,2048,1,Convolution,1,1,56,56,28,28,128,256,2,1,1,0,1,2,1,16,16,16,1024,1,END
9,1,Convolution,0,1,28,28,28,28,128,128,1,3,3,1,1,9,1,17,16,32,2048,1,Convolution,1,1,28,28,28,28,512,128,1,1,1,0,1,2,1,18,16,16,1024,1,Eltwise,0,1,28,28,512,1000,19,END
10,1,Convolution,1,1,28,28,28,28,128,512,1,1,1,0,1,4,1,20,16,16,1024,1,Convolution,0,1,28,28,28,28,128,128,1,3,3,1,1,9,1,21,16,32,2048,1,END
11,1,Convolution,1,1,28,28,28,28,512,128,1,1,1,0,1,2,1,22,16,32,2048,1,Eltwise,0,1,28,28,512,1000,23,END
12,1,Convolution,1,1,28,28,28,28,128,512,1,1,1,0,1,4,1,24,16,16,1024,1,Convolution,0,1,28,28,28,28,128,128,1,3,3,1,1,9,1,25,16,32,2048,1,END
13,1,Convolution,1,1,28,28,28,28,512,128,1,1,1,0,1,2,1,26,16,32,2048,1,Eltwise,0,1,28,28,512,1000,27,END
14,1,Convolution,1,1,28,28,28,28,128,512,1,1,1,0,1,4,1,28,16,16,1024,1,Convolution,0,1,28,28,28,28,128,128,1,3,3,1,1,9,1,29,16,32,2048,1,END
15,1,Convolution,1,1,28,28,28,28,512,128,1,1,1,0,1,2,1,30,16,32,2048,1,Eltwise,0,1,28,28,512,1000,31,END
16,0,Convolution,1,1,28,28,14,14,1024,512,2,1,1,0,1,2,0,32,16,32,2048,1,Convolution,1,1,28,28,14,14,256,512,2,1,1,0,1,2,1,33,16,16,1024,1,END
17,1,Convolution,0,1,14,14,14,14,256,256,1,3,3,1,1,9,0,34,16,32,2048,1,Convolution,1,1,14,14,14,14,1024,256,1,1,1,0,1,2,0,35,16,16,1024,1,Eltwise,0,1,14,14,1024,1000,36,END
18,1,Convolution,1,1,14,14,14,14,256,1024,1,1,1,0,1,4,1,37,16,32,2048,1,END
19,1,Convolution,1,1,14,14,14,14,256,256,1,3,3,1,1,9,0,38,16,32,2048,1,Convolution,0,1,14,14,14,14,1024,256,1,1,1,0,1,2,0,39,16,16,1024,1,Eltwise,0,1,14,14,1024,1000,40,END
20,1,Convolution,1,1,14,14,14,14,256,1024,1,1,1,0,1,4,1,41,16,32,2048,1,END
21,1,Convolution,1,1,14,14,14,14,256,256,1,3,3,1,1,9,0,42,16,32,2048,1,Convolution,0,1,14,14,14,14,1024,256,1,1,1,0,1,2,0,43,16,16,1024,1,Eltwise,0,1,14,14,1024,1000,44,END
22,1,Convolution,1,1,14,14,14,14,256,1024,1,1,1,0,1,4,1,45,16,32,2048,1,END
23,1,Convolution,1,1,14,14,14,14,256,256,1,3,3,1,1,9,0,46,16,32,2048,1,Convolution,0,1,14,14,14,14,1024,256,1,1,1,0,1,2,0,47,16,16,1024,1,Eltwise,0,1,14,14,1024,1000,48,END
24,1,Convolution,1,1,14,14,14,14,256,1024,1,1,1,0,1,4,1,49,16,32,2048,1,END
25,1,Convolution,1,1,14,14,14,14,256,256,1,3,3,1,1,9,0,50,16,32,2048,1,Convolution,0,1,14,14,14,14,1024,256,1,1,1,0,1,2,0,51,16,16,1024,1,Eltwise,0,1,14,14,1024,1000,52,END
26,1,Convolution,1,1,14,14,14,14,256,1024,1,1,1,0,1,4,1,53,16,32,2048,1,END
27,1,Convolution,1,1,14,14,14,14,256,256,1,3,3,1,1,9,0,54,16,32,2048,1,Convolution,0,1,14,14,14,14,1024,256,1,1,1,0,1,2,0,55,16,16,1024,1,Eltwise,0,1,14,14,1024,1000,56,END
28,1,Convolution,1,1,14,14,7,7,2048,1024,2,1,1,0,1,2,0,57,16,32,2048,1,END
29,1,Convolution,1,1,14,14,7,7,512,1024,2,1,1,0,1,2,0,58,16,32,2048,1,Convolution,0,1,7,7,7,7,512,512,1,3,3,1,1,7,0,59,16,16,1024,1,END
30,1,Convolution,1,1,7,7,7,7,2048,512,1,1,1,0,1,2,0,60,16,16,1024,1,Eltwise,0,1,7,7,2048,1000,61,END
31,1,Convolution,1,1,7,7,7,7,512,2048,1,1,1,0,1,4,0,62,16,16,1024,1,END
32,1,Convolution,1,1,7,7,7,7,512,512,1,3,3,1,1,7,0,63,16,16,1024,1,Convolution,0,1,7,7,7,7,2048,512,1,1,1,0,1,2,0,64,16,32,2048,1,Eltwise,0,1,7,7,2048,1000,65,END
33,1,Convolution,1,1,7,7,7,7,512,2048,1,1,1,0,1,4,0,66,16,16,1024,1,END
34,1,Convolution,1,1,7,7,7,7,512,512,1,3,3,1,1,7,0,67,16,16,1024,1,Convolution,0,1,7,7,7,7,2048,512,1,1,1,0,1,2,0,68,16,32,2048,1,Eltwise,0,1,7,7,2048,1000,69,END
35,1,Pooling,1,1,7,7,1,1,2048,2048,1,7,7,0,0,1000,0,70,END
